code,name,description,type,bill_name,bill_number,bill_year,bill_section,bill_subsection,bill_paragraph,direct_link
579-1-8,Zástavní práva a práva zadržovací váznoucí na námořním plavidle,Zástavní práva a práva zadržovací váznoucí na námořním plavidle,Nereferenční,Zákon o námořní plavbě,61,2000,8,1,h,https://www.zakonyprolidi.cz/cs/2000-61#p8-1-h
579-1-9,Souběžná registrace lodě,Souběžná registrace lodě,Nereferenční,Zákon o námořní plavbě,61,2000,8,1,i,https://www.zakonyprolidi.cz/cs/2000-61#p8-1-i
579-1-10,Rozhodnutí o pozastavení registrace námořního plavidla,Rozhodnutí o pozastavení registrace námořního plavidla,Nereferenční,Zákon o námořní plavbě,61,2000,8,1,j,https://www.zakonyprolidi.cz/cs/2000-61#p8-1-j
579-1-11,Důvod a datum výmazu námořního plavidla z námořního rejstříku,Důvod a datum výmazu námořního plavidla z námořního rejstříku,Nereferenční,Zákon o námořní plavbě,61,2000,8,1,k,https://www.zakonyprolidi.cz/cs/2000-61#p8-1-k
579-1-12,Datum provedení zápisu námořního plavidla do námořního rejstříku a podpis zapisovatele,Datum provedení zápisu námořního plavidla do námořního rejstříku a podpis zapisovatele,Nereferenční,Zákon o námořní plavbě,61,2000,8,1,l,https://www.zakonyprolidi.cz/cs/2000-61#p8-1-l
682-1-1,Údaje o trestním stíhání osob,Údaje o trestním stíhání osob,Referenční,Zákon o státním zastupitelství,283,1993,12i,1,,https://www.zakonyprolidi.cz/cs/1993-283#p12i-1-
944-1-1,osobní jméno,osobní jméno,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-2,příjmení,příjmení,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-3,obchodní firma,obchodní firma,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-3,obchodní firma,obchodní firma,Referenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-4,datum narození,datum narození,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-5,rodné číslo,rodné číslo,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-6,místo trvalého pobytu,místo trvalého pobytu,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-7,adresa bydliště mimo území ČR,adresa bydliště mimo území ČR,Nereferenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-8,adresa organizační složky na území ČR,adresa organizační složky na území ČR,Nereferenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-9,sídlo,sídlo,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-9,sídlo,sídlo,Referenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-10,IČO,IČO,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-10,IČO,IČO,Referenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-11,jméno člena statutárního orgánu,jméno člena statutárního orgánu,Nereferenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-12,příjmení člena statutárního orgánu,příjmení člena statutárního orgánu,Nereferenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-13,datum narození člena statutárního orgánu,datum narození člena statutárního orgánu,Nereferenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-14,adresa místa trvalého pobytu člena statutárního orgánu,adresa místa trvalého pobytu člena statutárního orgánu,Nereferenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-15,název právnické osoby jako statutárního orgánu,název právnické osoby jako statutárního orgánu,Nereferenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-16,sídlo právnické osoby jako statutárního orgánu,sídlo právnické osoby jako statutárního orgánu,Nereferenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-17,datum zahájení provozování zemědělské výroby,datum zahájení provozování zemědělské výroby,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-17,datum zahájení provozování zemědělské výroby,datum zahájení provozování zemědělské výroby,Referenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-18,datum ukončení provozování zemědělské výroby,datum ukončení provozování zemědělské výroby,Referenční,zákon o zemědělství,252,1997,2fa,1,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-1-
944-1-18,datum ukončení provozování zemědělské výroby,datum ukončení provozování zemědělské výroby,Referenční,zákon o zemědělství,252,1997,2fa,2,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-2-
944-1-19,datum přerušení zemědělské výroby,datum přerušení zemědělské výroby,Referenční,zákon o zemědělství,252,1997,2fa,6,,https://www.zakonyprolidi.cz/cs/1997-252#p2fa-6-
951-1-1,osobní jméno,osobní jméno,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,8,1,,https://www.zakonyprolidi.cz/cs/2003-149#p8-1-
951-1-1,osobní jméno,osobní jméno,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,22,1,,https://www.zakonyprolidi.cz/cs/2003-149#p22-1-
951-1-1,osobní jméno,osobní jméno,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,5a,2,,https://www.zakonyprolidi.cz/cs/2003-149#p5a-2-
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,3,,,https://www.zakonyprolidi.cz/cs/2014-29#p3--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,4,,,https://www.zakonyprolidi.cz/cs/2014-29#p4--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,5,,,https://www.zakonyprolidi.cz/cs/2014-29#p5--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,8,,,https://www.zakonyprolidi.cz/cs/2014-29#p8--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,9,,,https://www.zakonyprolidi.cz/cs/2014-29#p9--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,10,,,https://www.zakonyprolidi.cz/cs/2014-29#p10--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,11,,,https://www.zakonyprolidi.cz/cs/2014-29#p11--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,12,,,https://www.zakonyprolidi.cz/cs/2014-29#p12--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,14,,,https://www.zakonyprolidi.cz/cs/2014-29#p14--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2014,15,,,https://www.zakonyprolidi.cz/cs/2014-29#p15--
951-1-1,osobní jméno,osobní jméno,Referenční,"vyhláška č. 132/2014 Sb., o ochraně a reprodukci genofondu lesních dřevin",132,2014,2,,,https://www.zakonyprolidi.cz/cs/2014-132#p2--
951-1-2,příjmení,příjmení,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,8,1,,https://www.zakonyprolidi.cz/cs/2003-149#p8-1-
951-1-2,příjmení,příjmení,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,22,1,,https://www.zakonyprolidi.cz/cs/2003-149#p22-1-
951-1-2,příjmení,příjmení,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,5a,2,,https://www.zakonyprolidi.cz/cs/2003-149#p5a-2-
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,3,,,https://www.zakonyprolidi.cz/cs/2004-29#p3--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,4,,,https://www.zakonyprolidi.cz/cs/2004-29#p4--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,5,,,https://www.zakonyprolidi.cz/cs/2004-29#p5--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,8,,,https://www.zakonyprolidi.cz/cs/2004-29#p8--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,9,,,https://www.zakonyprolidi.cz/cs/2004-29#p9--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,10,,,https://www.zakonyprolidi.cz/cs/2004-29#p10--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,11,,,https://www.zakonyprolidi.cz/cs/2004-29#p11--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,12,,,https://www.zakonyprolidi.cz/cs/2004-29#p12--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,14,,,https://www.zakonyprolidi.cz/cs/2004-29#p14--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,15,,,https://www.zakonyprolidi.cz/cs/2004-29#p15--
951-1-2,příjmení,příjmení,Referenční,"vyhláška č. 132/2014 Sb., o ochraně a reprodukci genofondu lesních dřevin",132,2014,2,,,https://www.zakonyprolidi.cz/cs/2014-132#p2--
951-1-3,datum narození,datum narození,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,22,1,,https://www.zakonyprolidi.cz/cs/2003-149#p22-1-
951-1-3,datum narození,datum narození,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,5a,2,,https://www.zakonyprolidi.cz/cs/2003-149#p5a-2-
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,3,,,https://www.zakonyprolidi.cz/cs/2004-29#p3--
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,4,,,https://www.zakonyprolidi.cz/cs/2004-29#p4--
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,8,,,https://www.zakonyprolidi.cz/cs/2004-29#p8--
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,9,,,https://www.zakonyprolidi.cz/cs/2004-29#p9--
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,10,,,https://www.zakonyprolidi.cz/cs/2004-29#p10--
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,11,,,https://www.zakonyprolidi.cz/cs/2004-29#p11--
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,14,,,https://www.zakonyprolidi.cz/cs/2004-29#p14--
951-1-3,datum narození,datum narození,Referenční,"vyhláška č. 132/2014 Sb., o ochraně a reprodukci genofondu lesních dřevin",132,2014,2,,,https://www.zakonyprolidi.cz/cs/2014-132#p2--
951-1-4,rodné číslo,rodné číslo,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,5,,,https://www.zakonyprolidi.cz/cs/2004-29#p5--
951-1-4,rodné číslo,rodné číslo,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,14,,,https://www.zakonyprolidi.cz/cs/2004-29#p14--
951-1-4,rodné číslo,rodné číslo,Referenční,"vyhláška č. 132/2014 Sb., o ochraně a reprodukci genofondu lesních dřevin",132,2014,2,,,https://www.zakonyprolidi.cz/cs/2014-132#p2--
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,8,1,,https://www.zakonyprolidi.cz/cs/2003-149#p8-1-
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,22,1,,https://www.zakonyprolidi.cz/cs/2003-149#p22-1-
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,5a,2,,https://www.zakonyprolidi.cz/cs/2003-149#p5a-2-
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,4,,,https://www.zakonyprolidi.cz/cs/2004-29#p4--
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,5,,,https://www.zakonyprolidi.cz/cs/2004-29#p5--
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,12,,,https://www.zakonyprolidi.cz/cs/2004-29#p12--
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,14,,,https://www.zakonyprolidi.cz/cs/2004-29#p14--
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,15,,,https://www.zakonyprolidi.cz/cs/2004-29#p15--
951-1-5,adresa místa trvalého pobytu,adresa místa trvalého pobytu,Referenční,"vyhláška č. 132/2014 Sb., o ochraně a reprodukci genofondu lesních dřevin",132,2014,2,,,https://www.zakonyprolidi.cz/cs/2014-132#p2--
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,8,1,,https://www.zakonyprolidi.cz/cs/2003-149#p8-1-
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,22,1,,https://www.zakonyprolidi.cz/cs/2003-149#p22-1-
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,5a,2,,https://www.zakonyprolidi.cz/cs/2003-149#p5a-2-
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,4,,,https://www.zakonyprolidi.cz/cs/2004-29#p4--
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,5,,,https://www.zakonyprolidi.cz/cs/2004-29#p5--
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,12,,,https://www.zakonyprolidi.cz/cs/2004-29#p12--
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,14,,,https://www.zakonyprolidi.cz/cs/2004-29#p14--
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,15,,,https://www.zakonyprolidi.cz/cs/2004-29#p15--
951-1-6,adresa místa podnikání,"adresa místa podnikání, liší-li se od adresy místa trvalého pobytu",Referenční,"vyhláška č. 132/2014 Sb., o ochraně a reprodukci genofondu lesních dřevin",132,2014,2,,,https://www.zakonyprolidi.cz/cs/2014-132#p2--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,8,1,,https://www.zakonyprolidi.cz/cs/2003-149#p8-1-
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,22,1,,https://www.zakonyprolidi.cz/cs/2003-149#p22-1-
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,5a,2,,https://www.zakonyprolidi.cz/cs/2003-149#p5a-2-
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,3,,,https://www.zakonyprolidi.cz/cs/2004-29#p3--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,4,,,https://www.zakonyprolidi.cz/cs/2004-29#p4--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,5,,,https://www.zakonyprolidi.cz/cs/2004-29#p5--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,8,,,https://www.zakonyprolidi.cz/cs/2004-29#p8--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,9,,,https://www.zakonyprolidi.cz/cs/2004-29#p9--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,10,,,https://www.zakonyprolidi.cz/cs/2004-29#p10--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,11,,,https://www.zakonyprolidi.cz/cs/2004-29#p11--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,12,,,https://www.zakonyprolidi.cz/cs/2004-29#p12--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,14,,,https://www.zakonyprolidi.cz/cs/2004-29#p14--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,15,,,https://www.zakonyprolidi.cz/cs/2004-29#p15--
951-1-7,obchodní firma nebo název,obchodní firma nebo název,Referenční,"vyhláška č. 132/2014 Sb., o ochraně a reprodukci genofondu lesních dřevin",132,2014,2,,,https://www.zakonyprolidi.cz/cs/2014-132#p2--
951-1-8,adresa sídla,adresa sídla,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,8,1,,https://www.zakonyprolidi.cz/cs/2003-149#p8-1-
951-1-8,adresa sídla,adresa sídla,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,22,1,,https://www.zakonyprolidi.cz/cs/2003-149#p22-1-
951-1-8,adresa sídla,adresa sídla,Referenční,"zákon o uvádění do oběhu reprodukčního materiálu lesních dřevin lesnicky významných druhů a umělých kříženců, určeného k obnově lesa a k zalesňování",149,2003,5a,2,,https://www.zakonyprolidi.cz/cs/2003-149#p5a-2-
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,3,,,https://www.zakonyprolidi.cz/cs/2004-29#p3--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,4,,,https://www.zakonyprolidi.cz/cs/2004-29#p4--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,5,,,https://www.zakonyprolidi.cz/cs/2004-29#p5--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,8,,,https://www.zakonyprolidi.cz/cs/2004-29#p8--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,9,,,https://www.zakonyprolidi.cz/cs/2004-29#p9--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,10,,,https://www.zakonyprolidi.cz/cs/2004-29#p10--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,11,,,https://www.zakonyprolidi.cz/cs/2004-29#p11--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,12,,,https://www.zakonyprolidi.cz/cs/2004-29#p12--
951-1-8,adresa sídla,adresa sídla,Referenční,"vyhláška č. 29/2004 Sb., kterou se provádí zákon č. 149/2003 Sb., o obchodu s reprodukčním materiálem lesních dřevin",29,2004,14,,,https://www.zakonyprolidi.cz/cs/2004-29#p14--
