name,title,type,description,plan,dataset_name,dataset_link
pocet_duvodne,pocet_duvodne,integer,Počet důvodných stížností.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistika stížností (dle § 175 Správního řádu),/datova-sada:stiznosti
pocet_neduvodne,pocet_neduvodne,integer,Počet nedůvodných stížností.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistika stížností (dle § 175 Správního řádu),/datova-sada:stiznosti
pocet_castecne_duvodne,pocet_castecne_duvodne,integer,Počet částečně důvodných stížností.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistika stížností (dle § 175 Správního řádu),/datova-sada:stiznosti
rok,rok,string,"Kalendářní rok, ve kterém byly žádosti přijaty.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
organizace_ic,organizace_ic,string,"Organizace, jež žádosti přijala. IČ.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
organizace_nazev,organizace_nazev,string,"Organizace, jež žádosti přijala. Název.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
utvar,utvar,string,"Název útvaru organizace, jenž žádosti přijal, pokud jsou členěny na úroveň organizačních útvarů.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
pocet_celkem,pocet_celkem,integer,Celkový počet všech přijatých žádostí.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
pocet_rozhodnuti,pocet_rozhodnuti,integer,Počet vydaných rozhodnutí.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
pocet_odmitnuti,pocet_odmitnuti,integer,Počet odmítnutých žádostí.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
pocet_odvolaní,pocet_odvolaní,integer,Počet odvolání proti rozhodnutí.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Statistiky žádostí dle zákona č. 106/1999 Sb.,/datova-sada:zadosti
id,id,string,Jednoznačné ID podání v rámci datové sady.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
organizace_ic,organizace_ic,string,"Organizace, která podání přijala a případně její útvar. IČ.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
organizace_nazev,organizace_nazev,string,"Organizace, která podání přijala a případně její útvar. Název.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
utvar,utvar,string,"Název útvaru organizace, který podání přijal, pokud jsou podání členěny na úroveň organizačních útvarů.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
datum_prijeti,datum_prijeti,date,Datum přijetí podání.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
stat_stezovatel,stat_stezovatel,string,Stát stěžovatele (alfabetický kód).,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
stat_obchodnik,stat_obchodnik,string,Stát podnikání obchodníka (alfabetický kód).,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
duvod,duvod,string,"Důvod kontaktu (dotaz, podnět ke kontrole).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
metoda,metoda,string,Metoda prodeje.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
odvetvi,odvetvi,string,Odvětví (sortiment).,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
typ,typ,string,Typ (předmět podání).,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Stížnosti a dotazy spotřebitelů dle doporučení EK z 12.5.2010,/datova-sada:podnety-a-dotazy
organizace_ic,organizace_ic,string,Správní organizace/původce. IČ.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
organizace_nazev,organizace_nazev,string,Správní organizace/původce. Název.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
agenda,agenda,string,"Správní činnost, agenda, kategorie, oblast, které se dokument týká.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
znacka,znacka,string,Identifikace/značka dokumentu/spisu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
nazev,nazev,string,Název dokumentu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
anotace,anotace,string,"Bližší popis dokumentu, anotace, abstrakt.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
dokument,dokument,URL,"Odkaz na dokument ke stažení (PDF, HTML, word).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
platnost_od,platnost_od,date,Datum platnosti (od) dokumentu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
revize,revize,string,Označení revize/vydání dokumentu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Strategické dokumenty,/datova-sada:strategicke-dokumenty
utvar,utvar,string,Přesný název organizačního útvaru.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
prac_sluzeb_misto_id,prac_sluzeb_misto_id,string,Identifikace pracovního nebo služebního místa,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
prac_sluzeb_misto,prac_sluzeb_misto,string,Název pracovního nebo služebního místa.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_kod_adm,umisteni_kod_adm,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. ID adresního místa v Registru územních identifikátorů, adres a nemovitostí.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_kod_obce,umisteni_kod_obce,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Obec - LAU 2 kód.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_nazev_obce,umisteni_nazev_obce,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Název obce.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_nazev_momc,umisteni_nazev_momc,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Název městského obvodu/městské části, který je vyplněn pouze v případě členěných statutárních měst.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_nazev_mop,umisteni_nazev_mop,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Název městského obvodu Prahy, který je vyplněn pouze v případě Hlavního města Prahy.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_kod_casti_obce,umisteni_kod_casti_obce,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Kód části obce vedené v ISÚI.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_nazev_casti_obce,umisteni_nazev_casti_obce,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Název části obce, v rámci nadřazené obce, ve které je číslován stavební objekt.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_nazev_ulice,umisteni_nazev_ulice,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Název ulice, která je navázána na adresní místo. Může být vyplněn pouze u obcí, které mají zavedenu uliční síť.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_typ_so,umisteni_typ_so,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Typ stavebního objektu, může nabývat hodnot: č.p.- číslo popisné stavebního objektu č.ev.- číslo evidenční stavebního objektu.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_cislo_domovni,umisteni_cislo_domovni,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Číslo popisné nebo číslo evidenční, podle rozlišeného typu stavebního objektu.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_cislo_orientacni,umisteni_cislo_orientacni,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Číslo orientační, slouží k orientaci v rámci nadřazené ulice.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_znak_cisla_orientacniho,umisteni_znak_cisla_orientacniho,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Znak čísla orientačního, uveden v případě, že je znak k orientačnímu číslu přidělen.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_psc,umisteni_psc,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Poštovní směrovací číslo.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_kod_okresu,umisteni_kod_okresu,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Okres - LAU 1 kód.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_nazev_okresu,umisteni_nazev_okresu,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Název okresu.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_kod_kraje,umisteni_kod_kraje,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Kraj - NUTS 3 kód.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_nazev_kraje,umisteni_nazev_kraje,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Název kraje.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_budova,umisteni_budova,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Označení budovy jejím názvem, číslem apod.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_patro,umisteni_patro,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Číslo patra nebo jiné označení patra.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_mistnost,umisteni_mistnost,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Číslo místnosti nebo jiné označení místnosti.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
umisteni_text,umisteni_text,string,"Umístění pracovního nebo služebního místa, pokud je jiné, než je umístění organizačního útvaru. Celá adresa jako jeden řetězec.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
zamestnanec_jmeno,zamestnanec_jmeno,string,Jméno zaměstnance.  Jméno.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
zamestnanec_prijmeni,zamestnanec_prijmeni,string,Jméno zaměstnance.  Příjmení.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
zamestnanec_tituly_pred,zamestnanec_tituly_pred,string,Jméno zaměstnance.  Tituly před jménem.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
zamestnanec_tituly_za,zamestnanec_tituly_za,string,Jméno zaměstnance.  Tituly za jménem.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
zamestnanec_text,zamestnanec_text,string,Jméno zaměstnance.  Celé jméno jako jeden řetězec.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
kontakt_telefon,kontakt_telefon,string,Kontaktní údaje. Telefon.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
kontakt_mobil,kontakt_mobil,string,Kontaktní údaje. Mobilní telefon.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
kontakt_email,kontakt_email,string,Kontaktní údaje. E-mail.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
kontakt_url,kontakt_url,URL,Kontaktní údaje. URL webové stránky.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
kontakt_idds,kontakt_idds,string,Kontaktní údaje. ID datové schránky.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Telefonní seznam organizace,/datova-sada:telefonni-seznam
organizace_ic,organizace_ic,string,Správní organizace (původce). IČ.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
organizace_nazev,organizace_nazev,string,Správní organizace (původce). Název.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
agenda,agenda,string,"Správní činnost, agenda, kategorie, oblast (aktuality, dražby, dokumenty jedn. odborů, vyhlášky, výluky, ...).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
znacka,znacka,string,Identifikace/značka dokumentu/spisu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
nazev,nazev,string,Název dokumentu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
anotace,anotace,string,"Bližší popis dokumentu, anotace, abstrakt.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
zverejneno_od,zverejneno_od,date,Zveřejněno (na úřední desce) od.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
zverejneno_do,zverejneno_do,date,Zveřejněno (na úřední desce) do.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
dokument,dokument,URL,"Odkaz na dokument ke stažení (PDF, HTML, word).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
stav,stav,string,"Stav dokumentu (vyvěšeno, staženo, ...).",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
schvaleno,schvaleno,date,Datum schválení/vydání vyvěšeného dokumentu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
revize,revize,string,Označení revize/vydání dokumentu.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Úřední deska,/datova-sada:uredni-deska
adresa_kod_adm,adresa_kod_adm,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. ID adresního místa v Registru územních identifikátorů, adres a nemovitostí.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_kod_obce,adresa_kod_obce,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Obec - LAU 2 kód.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_nazev_obce,adresa_nazev_obce,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Název obce.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_nazev_momc,adresa_nazev_momc,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Název městského obvodu/městské části, který je vyplněn pouze v případě členěných statutárních měst.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_nazev_mop,adresa_nazev_mop,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Název městského obvodu Prahy, který je vyplněn pouze v případě Hlavního města Prahy.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_kod_casti_obce,adresa_kod_casti_obce,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Kód části obce vedené v ISÚI.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_nazev_casti_obce,adresa_nazev_casti_obce,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Název části obce, v rámci nadřazené obce, ve které je číslován stavební objekt.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_nazev_ulice,adresa_nazev_ulice,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Název ulice, která je navázána na adresní místo. Může být vyplněn pouze u obcí, které mají zavedenu uliční síť.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_typ_so,adresa_typ_so,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Typ stavebního objektu, může nabývat hodnot: č.p.- číslo popisné stavebního objektu č.ev.- číslo evidenční stavebního objektu.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_cislo_domovni,adresa_cislo_domovni,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Číslo popisné nebo číslo evidenční, podle rozlišeného typu stavebního objektu.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_cislo_orientacni,adresa_cislo_orientacni,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Číslo orientační, slouží k orientaci v rámci nadřazené ulice.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_znak_cisla_orientacniho,adresa_znak_cisla_orientacniho,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Znak čísla orientačního, uveden v případě, že je znak k orientačnímu číslu přidělen.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_psc,adresa_psc,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Poštovní směrovací číslo.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_kod_okresu,adresa_kod_okresu,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Okres - LAU 1 kód.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_nazev_okresu,adresa_nazev_okresu,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Název okresu.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_kod_kraje,adresa_kod_kraje,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Kraj - NUTS 3 kód.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_nazev_kraje,adresa_nazev_kraje,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Název kraje.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_budova,adresa_budova,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Označení budovy jejím názvem, číslem apod.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_patro,adresa_patro,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Číslo patra nebo jiné označení patra.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_mistnost,adresa_mistnost,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Číslo místnosti nebo jiné označení místnosti.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
adresa_text,adresa_text,string,"Adresa místa, na kterém je provozováno zdravotnické zařízení. Celá adresa jako jeden řetězec.",https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
nazev,nazev,string,Název zdravotního zařízení.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
provozovatel_ic,provozovatel_ic,string,Provozovatel zdravotního zařízení. IČ.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
provozovatel_nazev,provozovatel_nazev,string,Provozovatel zdravotního zařízení. Název.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
typ,typ,string,Typ zdravotnického zařízení (pohotovost pro dospělé; pohotovost pro děti; psych. léčebna; stomatologická pohotovost; lekárenská pohotovostní služba; ...).,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
vedouci_zarizeni_jmeno,vedouci_zarizeni_jmeno,string,Vedoucí zdravotního zařízení. Jméno.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
vedouci_zarizeni_prijmeni,vedouci_zarizeni_prijmeni,string,Vedoucí zdravotního zařízení. Příjmení.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
vedouci_zarizeni_tituly_pred,vedouci_zarizeni_tituly_pred,string,Vedoucí zdravotního zařízení. Tituly před jménem.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
vedouci_zarizeni_tituly_za,vedouci_zarizeni_tituly_za,string,Vedoucí zdravotního zařízení. Tituly za jménem.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
vedouci_zarizeni_text,vedouci_zarizeni_text,string,Vedoucí zdravotního zařízení. Celé jméno jako jeden řetězec.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
poskytovane_sluzby,poskytovane_sluzby,string,Seznam poskytovaných služeb daným zařízením.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
kontakt_telefon,kontakt_telefon,string,Kontaktní údaje. Telefon.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
kontakt_mobil,kontakt_mobil,string,Kontaktní údaje. Mobilní telefon.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
kontakt_email,kontakt_email,string,Kontaktní údaje. E-mail.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
kontakt_url,kontakt_url,URL,Kontaktní údaje. URL webové stránky.,https://opendata.gov.cz/vzor:vzorovy-publikacni-plan-ministerstva,Zdravotnická zařízení,/datova-sada:zdravotnicka-zarizeni
